textID,text,sentiment
dbb159d94c,omg a rat ewwwww omg i cant wait for tha marra so ecxcited annabel cant go tho,neutral
596f0b303f,good morning,positive
b06ffbc598,ahhhh cant find anything because i have way too much open,negative
16f48ba6b0,listen to metal shop at mooneys all be good,positive
8d484d4f89,at work booo,negative
4f0fb5c787,enjoy d view at sg flyer,positive
79dc6a41f9,my puter be be kill by a bo of mirror edge and really poor win thermal management c gpu = one sad game,negative
df72127bb7,very succesful cancertown launch yesterday,positive
065202a903,goodmorning/night to you too sleep well,positive
8947e34d6b,slovakian country side be a refreshing change par to tarmac and car but i be a city boy and need the tarmac,positive
0f4354b370,enter twitter /lurk/ mode time to lock the keyboard just pour me a whiskey,neutral
ade8339fb4,its ok saw u with joey think u look interesting like the same thing on #sanctuarysunday,positive
39676fd902,you/re fine try to kill off the bot and retweets in a bid to be the least popular person on twitter btw who be you,neutral
06fbf8b1f6,change my hairstyle but it isn/t good as it suppose to be n don/t wealth that much money hate that hairdresser~~,negative
15f78031ab,mahalo great show aloha thx for makin it out to kauai we enjoy it safe trip,positive
176febd44e,i will see if there/s a used organ shop there & let you know but why not just sign up to ejamming and rock out,neutral
f4aeb65e97,omg the m & m in my pantry be call my name i/ve be ignore them all day it be drive me pletely insane too many calorie,negative
ae78cfb22e,nice what r ur plan for day oh n happy mother day if u happen b a mother,positive
99ee3bbfed,yeahhhhhhhhhhhhh friday and i work tomorrow,neutral
323e53905b,i bet they will be great bag can/t wait,positive
8870e99b89,site of our first date macri/s deli close lunching at favorite local greek spot the trojan horse instead,positive
dddea32d04,just slam my finger in a car dor fml ow,negative
c8caf10ce6,get to get up at be tommorow to collect money for relay for life yay me i do not want to get up,neutral
551461ea1d,be go home i/ve seriously have enough,negative
81e7d3acf4,be wong,neutral
e71ee67679,you aint invite me,neutral
ead4a13db2,hold on to what you/ve get,neutral
a52e221821,oh cool you be ing to berlin,positive
73aa4cbfbd,i have a joke for you but it/s too long to tweet,neutral
c87f9557af,i will never eat broadway pizza again feelin ill,negative
3208302fde,gonna miss my gurl while shes on her honeymoon,negative
0c5aba1b97,i can/t stop listening to new single paranoid it/s so amazing i love them,positive
36cba1a206,* * * * my leg be sun burn,negative
65b98f5ff7,you can turn the bird sound off if you like in twitterena check out setting from your home page,neutral
720e0e8c12,want to greet all the mom a happy mother/s day,positive
beb67b1e27,noooo fb have be good to me especially for the love of conversation,positive
4967155e18,cochran hi corey just saw your reply now here it be: pm an i have a long night ing,neutral
4915c34def,: heheï¿½i bet you have never look back week be a long school trip,positive
84386a19a5,swimming and tanning be heaven i blast music while tan and be in my own world,positive
8642af60ac,ohhh me i be rather bored how can a friday night be soo bore,negative
b805965f64,dlukasrossi lukas your amazing wife her update be lock hard to convince people to follow protected profile,positive
e814bd3b8f,be about to eat a hot link torta,neutral
55ee97cf53,instal the new modem which be mean to run time faster than the old one and its slow what the hell gah slow internet kill me,negative
ff67416a7a,i/m not sure which part you/re reply to lol but bb start soon,neutral
8b211e20c3,think yourself lucky i also break all my finger at school when a window sash break with my finger like pancake on the sill,neutral
ccf98809a7,wow i hope he get good cancer can gtfo,positive
6dfe561162,get down tonight: : //bit ly/qxxhi the bridesmaid mom bride & i rockin/ the reception,positive
836033d745,the parking meter put plus be i get jipped and the free minute button didn/t work,negative
29926e73ba,eat which wich yumm dont think i/ve have it since the season end,positive
2ffe48e341,he/s in bed sick heavy fever go to dr/s part of the reason i/m watch aladdin now and still haven/t be feed,negative
68826c3eb3,if u can smell goodness all around you and energy of big city and pinch on butt feel real yes u be in chicago,neutral
6eff3352d8,take back the horrible shoe my mum make me get urgggh they be some nasty footwear problem be i can/t find any other shoe,negative
79f7e6875e,already back from shopping and about to do a nice monday roast,positive
b876789255,i/m not go till wednesday,neutral
196107983d,i/ll stop by for a bit when i/m off but have to rush to rehearsal no quiet for me tonight,neutral
1faf37b828,aye now i want cheesecake,neutral
fdbde00c31,asks thnx for grit take care too god bless: //plurk /p/rqo,positive
a4d98fb60a,hey rocstar,neutral
17d1d4f3b6,ontd be our god,neutral
ddc2991848,* * * * none but yea last weekend be crazy i think i partied to hard thats why im sic,neutral
8b2e5219c3,doesn/t get to see her fav today like plan,neutral
10a2647b43,im soooo loney,negative
b63f6f0bf9,be hungry with a sub,neutral
3e2b46598a,be hop that she leave her bb at home and didn/t lose it on the metro,positive
d438d00c44,what the hell ross where be hugh laurie he be suppose to be on tonight show,neutral
b6d2c1aed3,ummmnnn ummmnnn good thanks for let me know early i eat already,positive
eed0efff4e,get tell i get a good chance at gettin the job i be so so excited omgggg when i e back i want too,positive
31a756fdfd,right folk really must go now; have to babysit my nephew in the morning another early start no twilight time nare mind nightall x,neutral
382c32bf50,i/m just sick of stupid guy but for a moment u make me believe not all of them suck then i get back to reality,negative
5076bdb76d,wish i could want to stay and play with u guy and enjoy a block party for once,positive
4a2da853aa,be sadden by husker access no internet,negative
b0d1361181,oh * * * * i forget to eat grumble grumble,negative
2ca5660e66,may be human kindness day,neutral
8fc93f5936,kinda piss really want to go see drag me to hell with christina and garrit but i have to work till be i/m go: //znl me/oswgh,negative
22a308bf8d,aww you/re such a softy i can only imagine you a mess of tear at your own wedding you won/t even be able to talk,neutral
fa14103466,i/m so jealous it/s pour right now,negative
8112ab04aa,sickkkkk get me out of this house need to get active whats go down celina havin a party hit me uhpp,negative
678dd4ce03,at myhouse with the girl tonight,neutral
d0cf30e740,happy star war day,positive
bc2f0becce,away to the cinema tweet later may the th be with you all x,neutral
e20132bb8f,i finally go and find some of the song we sing in church in wellington online be easy than expect yay google #fb,positive
0cd3ccb71b,ahhhh now i have no pic,neutral
ae258df822,first fail cant tweet from phone oh how i love my work phone,neutral
8365d526fd,say new layout back to default plurk theme yay pero dumugo ilong ko kaka tweak sa font ha: //plurk /p/rprmr,neutral
02d47f1829,nj oh i/m only in my i just join twitter a few day ago,neutral
35124a7481,it/s be fine for me for like a week but now it just won/t load,neutral
77f157bb4b,thanks a lot you/re very kind i just get back from a nice drive in the such a fun car to drive have a nice day,positive
969365e841,ahhh lily/s new kitten just take a giant wet stinky * * * * on me,negative
3846df112f,you say you * * * * up your nose,negative
1c22da595d,wish you have tease me with movie night,positive
16b0e0e6bb,it/s this year can/t catch it won/t be in ny till oct: //bit ly/afjt,neutral
a543a92656,my stomach be kill me do i can/t sleep,negative
06a28a5f3e,why,neutral
768801365c,agree,neutral
ad6d957d50,reese/s piece ily,positive
ecd3b95922,not the best way to start your day,positive
f72f035c15,just eat way to many chocolate animal cracker,negative
11032992bd,oh tnx for follow ca,neutral
9681d94126,don/t know and no not at all,negative
205e6c552b,'my problem isn/t that i miss you /cause i don/t ',neutral
c7030fa1f4,omg taylor and selena break up sooo sad aw i think i actually like selena now poor gal,negative
b93acb6f24,ten update away from whooo hoooo budden,positive
14d8e92a3e,attack thanks dude,positive
afb720dc09,it/s last friday today,neutral
33286960e0,taylor swift and joe jonas look really good together i/m kinda sad they break up,neutral
cdae462b27,you too sweetie,positive
97d0d335f0,kimbalicious you can have the milk i have i only have that here to drink i think thats whats make me feel sick,negative
f85c5d9ec2,mom say i have to get a new phone immediately off to t mobile she pay,neutral
13bcae7c6a,yooo myyyyye bust how i/m sick tooo just shoot me long night tonight,negative
7f420c3c39,i wannajoin the twit club,positive
9e25e9b128,i be a freshman in this site how to update help,neutral
71936325e0,nowhere babe ice e to do a few job here this morning * sigh *,neutral
1448b746d3,break up with girlfriend feel very lonely and heartbroken sad time guy n,negative
1b2d3ffabf,just finish some sunday cleaning wait to read the next chapter of kiyosaki/s book so i can hit a cleaner,neutral
96006c5a9b,why can/t i sleep be it too much to ask for: p,neutral
12ea678b2a,gain lbs wish i could afford something other than top ramen if only i have a job,negative
013043510c,be drink yay,positive
fc7790ed0e,be a sleepyhead look forward to tomorrow i love his family,positive
4dafa796c5,what about the dilfs oh wait wrong month happy mother day,positive
7f8489ad04,alright rawknroll net live on radio org next hour of vivid spring to summer music rawk on and enjoy,positive
b565d92d2c,omg i/m so sorry anything i can do to help,negative
dffc4c62e1,dont wannacry but the senior be out there graduate & its breakin my heart; but im home,negative
c98b54f57f,x men: wolverine be hot i say go watch it,positive
d1a70cb621,i should be do history,neutral
ce34562823,lol no trialing for the most part florida trial e to a screeching halt over the summer have fun this weekend,positive
5a58d282a5,clean my roooooooooom about to continue play with my dsi,neutral
1d1e901b39,look for a show to turn my brain into mush so it doesn/t hurt anymore any good free online one you know of,positive
0dc477a568,gooooooodmorning world: god bless and have a great day,positive
f949071243,i think the x be confuse; can/t believe that many peep will know that it should be a heart,negative
1af4925324,thanks glad you agree wth my follow or not policy,positive
2441bce4c0,wish i be there,neutral
7527ed21ee,i/m so unhappy be here i hate it it/s affect everything my relationship with people my personality my attitude,negative
14c0bf2334,my ipod headphone have go kaput want to buy new one should i buy some bose instead then do they work with apple,negative
a8b2b7feee,e will be the first time i will not get to see gtv/s e coverage since cast move the g channel from basic cable to premium,neutral
bcd73a9aa7,on the bus goin work but omg seriously im sooooo tire dont know if i/ll survive the hour shift,negative
e6b8d99c39,boy be go to a movie i wish i didn/t feel like * * * *,negative
e2de6c4cdd,i didn/t get my q/doba today sad,negative
98cb7c67de,ahh my stomach hurt,negative
e60b496b41,xo wicked what time you leave how e you cant stay the night,negative
62c7c65ae5,nope i wasn/t home go it be on but i will soon,neutral
f0ca2549ca,lol my current mp player be a brick it would be nice to have something slim,positive
d193c6f3c0,'hi im jonathan from spotify just a month u cn have unlimited music w/ no interuptions' but i luv r little chat j dont leave me,positive
ee51c20f18,lol fine i go for her too,neutral
0ac891678a,omg i be at the hair salon * tear * i hope i get out of here soon we watch the real house wife of nyc in here,positive
21262aff48,and thanks hop its just allergy and not a nasty flu,positive
39453b4e69,i love the music video of you belong with me by taylor,positive
a9e196f603,: //twitpic /uc can you lend me one i have a cold too,negative
7c12154b19,get an appt w/ the doctor at pm today to look at these 'bites' hop it isn/t an infection i need more powerful anti itch cream,neutral
f17a9a9549,finally in my bed & i must say i have quite an evening i/m ready to tackle this work week & see what next weekend have in store for me,neutral
d5b33ff5f4,it be just true and you do cause me to have dirty thought lol well also some other dude huh; xoxo,negative
bd9e0cef04,maybe u should get a coffee machine at your new desk seem appropriate,positive
c2455ce40d,be you all go without me,neutral
e04e0b8a0e,concur with: //tr im/kmvl but people can/t wait don/t stop making va when cloud bee a modity do 'cross cloud ',neutral
7dc8d1c826,helloooo: star war day be cool lool wen do you go to cnaterbury then x,positive
cc4564d473,it/s not as bad if you don/t bine fx be nice i like window x good than vista so far to me vista be win me reborn,positive
f7e5bd1be1,btw hey ppl lol tgif hopefully ur day be gr mine be aight feel like it kinda sux i get no plan the wknd,positive
7a3f00a1fe,tapit: ewwhllyar tkhprmp rtahxefkt please at reply me if you win thanks,neutral
74168b3eea,take in the local art,neutral
da1b5e86ac,new photo im hungry get off the puter now,neutral
7a73386700,well at least they have good taste in art cabinet appts not so much,positive
749b3d96cb,just get home from school and from the wake of my friend/s father so tired,negative
efde41e70d,i/d love it if you haven/t have any taker yet,neutral
89e5f736a1,i right here don/t worry,negative
a636043d1e,now it/s weekend it/s so great i saw the rest of twilight tonight and i also have read fininsh break for know could i do that,positive
9ddacf8dee,i just want to say that you have the best screen name ever that be all,positive
e90b3bf2eb,wasnt it sad be the d good,negative
5bac5df5db,cannot sleep i/m super duper duper excite pour la paris the love city,positive
11ef1f74dd,i/m day late but happy birthday hahahaha,positive
828751cc3c,i/ll help if you pay for my reactivation,positive
9473e10fe5,one week till exam block,neutral
57978d9e68,i need one more follower,neutral
f80acffa84,hiii im on my ipod i cant fall asleep,neutral
fbad0532c4,my birthday chicken: //bit ly/whbuv,neutral
f317bd4cc7,haha i know and then i need a new car too oh p i get a speeding ticket,neutral
c988aca31e,its so sad how dead it be,negative
3d0019d09c,dont cry for me i will see u tomorrow muah,positive
cf263d2c3c,chocolate with peanut butter one of my favorite bonations,positive
ea95f16489,have a glass of cold water and meditate a bit <,positive
ce68d406cf,more minute and i never have this class again its kinda sad cause this class be so fun,neutral
d85fc66004,hmph this be nowhere near as effective as it be a few min ago i wonder if it be a coincidence follower: please report ur finding,negative
1be36af355,back at the vet and it isn/t good,negative
7821a4607e,have a great time last night but my eye be burn it hurt bad,neutral
bd6e74ec34,in honour of #starwarsday i have fire up a new hope in the dvd player in full thx glory,neutral
4e686eec94,well sadly i live in the most boring city in the usa so there be nothing to do here,negative
e9a87971b0,i need some hot green tea i cant sleep,negative
045134f240,salt and vinegar,neutral
c30f5edccd,i can/t direct message you for my free lunch,negative
2f05e12d43,sorry about that i get behind on follower and be still catch up i follow folk that at me include you,negative
b9e82fc391,my bf have to go to her dad for the week end i will have full day of bordom,negative
e44c9e3d5a,i/m a new french girl in twitter and i speak english very bad,negative
88bc296af6,yeah it do it explain everything,neutral
f012887b51,yup us too spending time with mom si and aunt have a great mother day,positive
5b79166c70,waaa you too,neutral
9c252fb22d,why hasn/t he call i/m be blow off yet again,negative
5f880890b6,i go over the limit for action per hour for twitter client i hate that limit,negative
f85f538616,i need a break pfff work suck will be in myrtle beach sc in day thing like that make me soooo happy woeiwoeiwoei,neutral
8c61acc444,sunburnt gutted hope it/s fade by tmw,negative
dfab8a220b,good morning and thank you for the re tweet have a great day yourself,positive
a66b2a186d,today i salute all mother and honour the feminine and now its time for a beer,positive
48b2c6a6c2,thanks joeman,positive
1cb2a0f0cf,hawt hmm interesting choice,positive
866fa2d2b6,my puppy gizmo h me haha he still growl at me i always look back at my long pruple scar on my fingie,positive
ec180cad88,make mash potato and vegies to go with /s t bone steak for when he get home,neutral
4e59acf15c,lol don/t rub it in,neutral
c6790802d8,surf/s up this week start this afternoon,neutral
cc1fb77b34,awe me in work no bbq for moi this weekend,neutral
d9d3225697,the one day i do my hair weather suck where be the sun,negative
11c31da058,i didn/t get the job but i will keep applying to other school i do want to teach,neutral
3d3f95b048,wannaknow a not fun way to wake up have a panic attack and not be able to breath for no * * * * reason that * * * * suck,negative
12f430c6c2,to make a long day short i do nothing =d well i have some friend over they just leave: be we have be drink since smash,neutral
9566981406,thanks so much we love fanmail talk to us anytime,positive
e79cdd9bb8,wgn in chicago use to be the calm airing of idea but in the last day they change the programing to sound bite shouting,neutral
3e6150f210,that/s dope stay out of trouble,neutral
dc5bf4911c,: //twitpic /bnas oh my god you/re adorable ilove you so much you be my inspiration nick,positive
5e52ca56d8,awe didn/t know cat get skin cancer,negative
e6620d2d33,lou hahah hopefully enjoy your day,positive
1f5110a5bc,if i end up work in dc gmu be on my 'short list' for master no start sys eng program in the /s; never finish,neutral
c136653476,tati i send you an emal doll do you get it,neutral
748b7f7654,bore um song of the day :' i catch myself by paramore' and 'no good deed from the musical wicked' oh and fully alive by flyleaf,negative
bebd27b79b,my hair hurt,negative
d030631a4b,think something and okay goodluck ako: //plurk /p/xbnl,positive
650a4769ad,this be twistory in the making yeah i steal that one from you,neutral
85eff5452d,people be just piss me offf ugh,negative
6ea6d1ac5e,see load of new photo and stuff of new moon and cant wait lol l taylor lautner lol take his shirt off time yum =] lol,positive
d401b80d2a,soetimes i envy those who have spend their whole life in one place and have deep root the grass on the other side syndrome,neutral
a1f34c6c29,yeah bit it be overheat a bit and the ac die,negative
494e5deeff,ok so i/m a lil happier now i hope i fixd my email hope they weren/t hack although it seem really suspicious,neutral
18f17cb63c,awww watch y o britney on snl she/s so young and cute and really funny i miss this britney,positive
d4c65fd7ab,the wedding be over everyone have go home newlywed be off to canada and finally there be quiet and i/m late for work,neutral
a5257d1f94,work soon lame go to miss the go lakers hope you win,negative
787dadc2fd,look forward to your mandarin album hope that you will e singapore again,positive
169f6ef064,tom be not with u hahahahahahhah he/s with my bff,neutral
cb5e8184f5,heh thats the same theme i use on: //leetbix net,neutral
aea731ccd1,wahey fancy meeting you here thanks for the tweet and great to be twitter together,positive
df31ac9e8d,ugh not sure i have the patience or remain intelligence at this point in the day week to refactor and rewrite this package of code,positive
0b52011589,wish i could be in sï¿½o paulo for the show but fortunately i go to the brasilia one haha,positive
bfdad27a0d,love the ment on flashcads i/m old school too,positive
a052024edc,more day,neutral
219202ed56,cant say i havee im at james/ but i do some r yesterdayy im learn my quote,positive
c941fb5836,listen to music texting umm msn lol bit bore lol garth brook wooo i love him hehe <,positive
3eee471b9f,i/m originally from seattle i/ve just live everywhere else include many place in the south,neutral
f0fd999572,each day be a new beginning,positive
533e5005d2,sound like fun lol at least you still have some hair right how be the weekend,positive
48ba01d8cb,still deal with quite a bit of pain will jump off here soon to lay down very frustrating thanks ask,negative
b1dc18ee80,rashid reeeaaaally why though ew i hate stocking,negative
376271b337,now i feel sick,negative
2f64d9697c,nice new profile picture glad to see some friend in there,positive
974b2c5636,mcflyandjb in heaven i/ll go everywhere,neutral
14ebf4cb1d,addict to glee watch the video over and over again i should be out,negative
899ba63056,sorry to disappoint not a big nascar fan but i/m still an all around decent redneck other than that,negative
65d976c36b,i may see the sun e up all my bit be sore today but life be still grand tomorrow be a new day sleep well friend,neutral
639dada300,girl i be buy & post your pressie tomorrow but i have no * * * * clue what to get you so i/m sorry if you hate it,negative
eefadf413d,omgsh i know i/m deal with that rite now its no fun,negative
1d753545cd,* hug * yep i hate that meself,negative
b28ae54c5c,the washer se chingo ha ha i/m bust my grandma lucia waaaaay back in the early /s lol,neutral
bee59bb7d2,goodnight happy mother day to all the mami/s on twitter,positive
f7907897b8,i think if i be kirk i would have probably steal that sweet ride from you too fancy in car phone ya talk through gg,neutral
4b0cbe216b,my monday have be go extremely well not what i expect at all,positive
e18fcdd7fa,good morning look forward to listen to the prodigy on radio big weekend bring their album yesterday =p amaize tbqh x,positive
ec08321ce1,* * * * em,negative
fc3af53540,that be not venessa that be me,neutral
352b05a450,i miss you too; i need to talk to you i keep screw up lovee u,positive
1a34426d09,my grandpa be tell me how they use to cut up human body in med school,neutral
3afae6cfa2,: //twitpic /wi hmm thats the bu tour list but thats so cool and why do it say,positive
85c1dbf1a5,just have my hair cut it look like * * * *,negative
daf57be394,rt #barcampbkk for entertainment at night bring your favourite mp there should be a way we can enjoy music together,positive
4d208cbf0f,try to figure out how to personalize my downloaded wordpress blog not as easy as i be hop any suggestion,negative
792063a20e,geronimo thanks for share with your friend,positive
06fc846ea4,: i know im so excited we cant go earlierrr than the afternoon i love you tooz <,positive
c75ce3387f,any city person want to trade n live in the country house es w racoon n skunk livin under deck * sigh *,neutral
18170c1a3c,time for a clean up,neutral
8b3bdb6f40,go to work nightshift,neutral
5420d58af3,be at her nan/s house eat fish and chip and watch top gear good time,positive
00c13fa054,as of today a bo and i have be go out for two year best two year ever,positive
31215522c2,don/t get to call your mom tomorrow mother day,neutral
4683106379,it be ok after all a couple of thing make us late and stuff but after we get there we have a lot of fun,neutral
8211642cea,good luck on final,positive
195605cfe6,word to yer mother \m/,neutral
3b2aaab781,haha well kinda i/m mommy to my lil/ pom chi hehe thank you ;,positive
73a87769d2,re direct that energy into create men/s jewelry and frequent walk too,neutral
2f858c20c3,cool i use to live house to the left of that place always something go on: p,positive
c6a9f178f7,thanks the elephant look magnificent this be what we miss due to stupid restriction g pleease and cheap,neutral
9c33123aed,well i do what i can for the x spammer watchin/,neutral
e4ab085b0d,and the download fail my phone do not like your phone,negative
30bd9f83e8,how i wish i get at least day off in a row day off be not enough to rest day on day off day on day off ugh,negative
0fccbe0299,sit in an empty yearbook room attempt to figure this asap out lol,positive
3f50c9e392,go to bed talk to ya later goodnight birdie lol,positive
56c95cc7de,just come back from hang out with some friend + cocktail <i/m not drink but feel good hope everyone/s well,positive
394d7dfb80,dear mikey robin: nah you/ve hear it all before,neutral
7d2ea67b66,tgif but also sad that this be last day i get to work with my favorite tv reporter,neutral
568a49ab00,doin/ the crocodile rock,neutral
768c66733f,giv ya mom n gman happy mother day,positive
c3e1284ab6,for: //blip fm/~jbp,neutral
4900e9dc87,i know but,neutral
6a9d0c69d1,awesome fortune cookie i think you really will go to exotic place hope all be well,positive
f2dfe2411a,ii work until now and really want geordanos thin crust cheese black olive peperoni and mushroom pizza,neutral
5bb98dd30a,i/m miserable with my boredom,negative
66638cd3ef,it just thunder reallyreally loud at work and this little boy start cry i want to cry too i hate storm wah,negative
1ab32a27aa,wish i be there so you should go in my place #brandwkshop: //tr im/moxl i see they/ve get scott bedbury and more poor me,negative
2d5c5eea57,cath a couple of year i know you have one but i couldn/t find you for awhile here you be,neutral
c91843ee16,umm yeah that/s probably a pretty good note to self because eeeeeewwwwwwww,positive
99b69572a8,im cold i still cant find my hoodie,negative
4e3f656d89,just showin some love to ya and i/m really gonna miss greg beeman/s direct next season ya/ll/s mentaries r so funny,neutral
9efffe03b4,haha who think that,neutral
bf7473b12d,haha well drunken tweet you mean,positive
f9c91c5edc,esp with twitter access the party never stop even 'at nite' cuz it/s always daylight 'somewhere' around the world,neutral
ef5e7bf8c7,thats my moan for the day,neutral
401143a73a,i queue for cake stand up and with a slight look of deranged anticipation on my face,neutral
c1710c8d4a,happy birthday keshia keshia bo beshia,positive
db63f19e59,yaaay for u cleaning ur room i say hi to u the other day & u didnt write me back,negative
3ee09d7a21,i miss the old ha ha i can/t tell that person/s name,negative
54ac8c52ba,very true and well behaved woman rarely make history,neutral
e0ca22d6d5,not really; d nice pic no but could u imagine those i think so,positive
b4e4ae9fa8,and with it i can be online even after i have to log off habbo,neutral
b35196167e,seriously get hurt day before national what a joke,negative
1c2203199e,live my life,neutral
2d9c34b943,not funny he profile my * * * * like wtf i/m still kinda heat ugh,negative
e7bbcf0efd,be not feelin well i feel sooooo weak i hate bein sick in the summer,negative
d9c65351ce,morning to you too joe,neutral
6f4be24d3a,i miss youhhhhhhh ci tell dem japenese ppl to give yu a puter or sumthinnn ya twit fam miss supa c,negative
f18b9435c8,with,neutral
c2dace0f43,sorry i can/t help it hopefully it rub off on you,neutral
28d757d511,no one call me anymore,negative
2c2360468d,migranes suck especially when the kid be suddenly hyper,negative
f1b5f0b8b7,work on this * * * * financial project definitely not have any fun this weekend i want to spend it wit my baaaby waaaah,negative
d04f8878e0,brown damnit i accidentally put instead of in my #followfriday,negative
1cbc6af5f1,just say no reeesee cup,neutral
70cfa421a8,rice be ready to eat off now to watch et the most important music price in germany wow n lisa arrive around p m still hour,positive
78161d90a3,it/s a tough life you lead,negative
145ba56a5a,havnt get any in month my ex seem into date but there isn/t that spark anymore still in love with loser who leave me,negative
76e746ba7a,hahahha but day off be cool when nothing open its like isolate and haha cool,positive
c7b0ae8767,nugget game with everyoneeeee except,neutral
e380bc5300,i jonas/ second episode aww nick be so handsome,positive
e9ef6f77f0,elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mine * * * * twitta,neutral
f7b4819d97,have a great shot yesterday edit pic now,positive
c72817a0b7,currently watch american idol,neutral
b0915e0362,southridge be move a week later cause of swine flu i think,neutral
269bfba561,sit in the parking lot by myself i miss you baby couple min til i get ta deal with a * * * * then i/m peacin/ out and hit the gym,neutral
16ea475e28,so all do with wow blogging eh * huggles *,neutral
0748fc0b9e,follow aisa these guy could be shifty but worth follow regardless,positive
252583020d,too busy at work today to trash the cube of vacation team member,neutral
264e7c031d,i dream about monster last night like a little girl,neutral
5a58b69f53,lo siento but i dint have enough room =/,neutral
96f3999235,seem that you and i be all ex baristas monalities ftw,neutral
e546548dc7,benson it/s rain where i be i wish it wasn/t,neutral
b8773651cc,i love you mom alwayyyyyyyssssssss,positive
02aaecbc9c,i get mcdonalds surpisingly its not a popular drunk food option its suck that all diner aren/t hr here anymore,negative
5542e9e14c,waitin for dr dee have lunch with my beautiful lady before that i be on the gym yeah need to loose more,positive
540380edae,the sun have go in,neutral
2ab64be6aa,* * * * frat that/s too bad should be a good show at least i/m hop so esp since it/s in bk,neutral
d3b3d844df,gosh no need to be so rude,negative
933efccf09,awe wit the snap of my finger n a nod of my head ur rain be go lol thxs hit up afterwards,neutral
6eb4e78911,' i/ll see you again yeah' 'its up to you' ' i guarantee you will i dont want to wait to long not see you' * * * * fruit basket hahaha,positive
fe99f6e3a5,back to work i go,neutral
c2e7f4c4d3,my pooooor baby my dog chachi she have surgery todayyyyy,negative
ddef6b8713,archie propose veronica in the late archie/s ic the long know love triangle be ing to an end poor betty,negative
4c447302f5,all white shoe make me cringe white shoe give me pause,negative
4af0794655,i mean you be not lazy your work prove it,positive
9ed54e1243,haha mon do you really want me too send it,neutral
d29b96afc2,be sooo close to finish her exams role on monday and i will have my life back,positive
50442fcffb,up early for class blahh> hang over kiddy,neutral
6be7ac3209,speakerphone with the bestie love that kid: //tinyurl /qxycn,positive
e461e19091,sigh still seos be submit their client site with part or no contact information on i really don/t know how to make them read,neutral
9de58e1b43,: be sad i get no money on my phone ahh well lly mitchel * * * *,negative
b35f6a7408,haha not sure what local be to you but if i be then you/d have to fight me for it,neutral
4034294a60,# followfriday follow these ppl they be interest doesnt tweet much though,positive
6675c7dfb6,now i need to find the keynote one at least i know where to go #screencastsonline,neutral
592bff4a07,wish my nicky be home too,neutral
b24bca21ef,no gas plus no money = desperation and that/s the word of the day: //twitpic /zls,negative
5714d8c2c3,goodnight,positive
32923ec8af,i/m love the humidity right now great for the skin another love that won/t last,positive
bcb2863df2,if i do that i/ll have no pc,neutral
c3abca2045,that suck majorly hhhmmmnnn i/m think i would/ve say the self tanner or a really good concealer i/m stick,negative
2e7d0e050b,i don/t see why not,neutral
a75db4a56f,awe thank you good morning to you aswell,positive
1dd4e7aaaf,n now the end to another wise great nite excuse me while i dream a little dream,positive
5ec2937912,probably the coooolest thing we/ve ever do,positive
cafd25492a,nichole i miss my earring lol you should let me know when your close by,negative
fcdf7115ee,von abe i have no idea but all white weird but not bad,neutral
94e123b6dd,good morning world haha have fun at the movie last night; d and school now hmm new shoe make it good: //tinyurl /dfggwj,positive
8431b4fea8,get back from the party suprisingly awesome need to dance more often overall awesome night,positive
62e6477a4c,do not understand anything you say,neutral
a5f7a94717,depends where your drink what your drinking and how many mate you have joke fails,neutral
05f6e08bf9,will deplurk too buhbyeee: //plurk /p/rpir,neutral
3e0e15133c,oh i forget thing you see ahah i hat that it creep me out,negative
900f178ec3,in a lazy sunday; just have a very late lunch and forget to buy pr we/re on page,neutral
3ee72dff08,look forward to the show tonight can/t wait for ol mate to,neutral
a13f1ded20,voting have close,neutral
6db360ca0f,fish and chip for din din,neutral
19d057f13d,* news flash * megaredpacket your instant internet empire early bird launch check this deal out: //mega redpacket,neutral
3090167782,go for a walk in nï¿½mme to test out new hike equipment: telescopic trek pole boot coolmax sock,neutral
e738f6af0b,yukky rainy friday,negative
d7557e3f2a,prayin for dad in wellington fl: //loopt us/f jqg t via i too live in welly may i pray f: //bit ly/lbsn,positive
1d02e071ee,figure out how this twitter thing work,neutral
7406292103,go to bed now * think i twitter way too much *,neutral
258618fe03,ja deze be interessanter why text message be limit to character: //tr im/kpgg,positive
4f16f25451,google adsense ine down by% in this month payment indian govt happy for $fall publisher sad,neutral
7e380417bd,me here again,neutral
3d04c2b61d,all the best for your ib exams carl i hope you don/t find them too difficult and that they go well for you,positive
a891fa0eea,thanks lady bummer for sure,positive
ef2ad73798,ok sweet and whenever u want i be stick in bed all weekend,negative
5f9fe2fbde,i work at the group home,neutral
6fcc651a1c,hahaha as cartoon mascot go the virl monster have some very nice detail a good shadow + realistic tonsil,positive
78864e96c0,i miss my brother more day till he get bac to tennessee he say he be sing 'find my way bac to tennessee' today haha,neutral
10c1f302a6,maybe go apartment shop with ashley,neutral
d5f9adc8e1,just find out i wont know my uni result for this year until th july at the early hate the wait,negative
1e8b41fd8a,be math final wish me luck,positive
556f187ce7,omggg how be the 'crazy cobra' i wantewd to see them when they be in london,neutral
b07815d0d9,be currently watch supernatural whilst wait for skin to e on,neutral
8994865218,last song then i really have to go: //blip fm/~jbvo,neutral
b0ba6734a3,just get on twitter no friend to add none of my friend be in twitter,neutral
